マスター,地名,センター,普通ごみ,資源ごみ,容器包装 プラスチック,古紙 衣類
1,池田町,北部環境事業センター,火 金,月,木,木
1,浮田,北部環境事業センター,水 土,火,金,金
1,梅田,北部環境事業センター,水 土,火,金,金
1,扇町,北部環境事業センター,水 土,火,金,金
1,大深町,北部環境事業センター,月 木,火,金,金
1,大淀北,北部環境事業センター,月 木,水,土,土
1,大淀北,北部環境事業センター,月 木,水,土,土
1,大淀中 ファインクォーターシティ,北部環境事業センター,水 土,水,土,土
1,大淀中5丁目 シティハイツ大淀,北部環境事業センター,水 土,水,土,土
1,大淀南,北部環境事業センター,月 木,水,土,土
1,角田町,北部環境事業センター,水 土,火,金,金
1,神山町,北部環境事業センター,水 土,火,金,金
1,菅栄町,北部環境事業センター,火 金,月,木,木
1,黒崎町,北部環境事業センター,水 土,火,金,金
1,紅梅町,北部環境事業センター,火 金,月,木,木
1,国分寺,北部環境事業センター,火 金,月,木,木
1,小松原町,北部環境事業センター,水 土,火,金,金
1,芝田,北部環境事業センター,月 木,火,金,金
1,末広町,北部環境事業センター,水 土,火,金,金
1,菅原町,北部環境事業センター,水 土,火,金,金
1,曽根崎,北部環境事業センター,水 土,火,金,金
1,曽根崎新地,北部環境事業センター,水 土,火,金,金
1,太融寺町,北部環境事業センター,水 土,火,金,金
1,茶屋町,北部環境事業センター,月 木,火,金,金
1,鶴野町,北部環境事業センター,月 木,火,金,金
1,鶴野町 ザ・梅田タワー,北部環境事業センター,水 土,火,金,金
1,天神西町,北部環境事業センター,水 土,火,金,金
1,天神橋1～6丁目,北部環境事業センター,火 金,月,木,木
1,天神橋1丁目 ザ・パークハウス天神橋1丁目,北部環境事業センター,水 土,月,木,木
1,天神橋7・8丁目,北部環境事業センター,火 金,月,木,木
1,天満,北部環境事業センター,火 金,月,木,木
1,天満橋,北部環境事業センター,火 金,月,木,木
1,同心,北部環境事業センター,火 金,月,木,木
1,堂島,北部環境事業センター,水 土,火,金,金
1,堂島浜,北部環境事業センター,水 土,火,金,金
1,堂山町,北部環境事業センター,水 土,火,金,金
1,兎我野町,北部環境事業センター,水 土,火,金,金
1,豊崎,北部環境事業センター,月 木,火,金,金
1,豊崎4丁目 レジデンス梅田・ローレルタワー,北部環境事業センター,水 土,火,金,金
1,中崎,北部環境事業センター,水 土,火,金,金
1,中崎西,北部環境事業センター,水 土,火,金,金
1,中津1丁目,北部環境事業センター,月 木,水,土,金
1,中津1~4丁目,北部環境事業センター,月 木,水,土,土
1,中之島,北部環境事業センター,水 土,火,金,金
1,長柄中,北部環境事業センター,火 金,月,木,木
1,長柄西,北部環境事業センター,火 金,月,木,木
1,長柄東,北部環境事業センター,火 金,月,木,木
1,浪花町,北部環境事業センター,水 土,火,金,金
1,錦町,北部環境事業センター,火 金,月,木,木
1,西天満,北部環境事業センター,水 土,火,金,金
1,野崎町,北部環境事業センター,水 土,火,金,金
1,万歳町,北部環境事業センター,水 土,火,金,金
1,東天満,北部環境事業センター,火 金,月,木,木
1,樋之口町,北部環境事業センター,火 金,月,木,木
1,本庄西,北部環境事業センター,月 木,火,金,金
1,本庄東,北部環境事業センター,月 木,火,金,金
1,本庄東 アデニウムタワー梅田イーストスクエア,北部環境事業センター,水 土,火,金,金
1,松ヶ枝町,北部環境事業センター,火 金,月,木,木
1,南扇町,北部環境事業センター,水 土,火,金,金
1,南森町,北部環境事業センター,水 土,火,金,金
1,山崎町,北部環境事業センター,水 土,火,金,金
1,与力町,北部環境事業センター,火 金,月,木,木
2,池田町,北部環境事業センター,火 金,月,木,?
2,網島町,北部環境事業センター,火 金,土,水,水
2,内代町,北部環境事業センター,月 木,金,火,火
2,片町,北部環境事業センター,火 金,土,水,水
2,毛馬町,北部環境事業センター,水 土,木,月,月
2,善源寺町,北部環境事業センター,月 木,金,火,火
2,大東町,北部環境事業センター,水 土,木,月,月
2,高倉町,北部環境事業センター,月 木,金,火,火
2,友渕町,北部環境事業センター,月 木,金,火,火
2,中野町1～4丁目,北部環境事業センター,火 金,土,水,水
2,中野町5丁目,北部環境事業センター,火 金,木,月,月
2,東野田町1～4丁目,北部環境事業センター,火 金,土,水,水
2,東野田町5丁目,北部環境事業センター,火 金,木,月,月
2,都島北通,北部環境事業センター,月 木,金,火,火
2,都島中通,北部環境事業センター,火 金,木,月,月
2,都島本通,北部環境事業センター,火 金,木,月,月
2,都島南通,北部環境事業センター,火 金,木,月,月
2,都島南通り2丁目 京橋グリーンハイツ,北部環境事業センター,水 土,木,月,月
2,御幸町,北部環境事業センター,月 木,金,火,火
3,海老江1丁目1～5番,西北環境事業センター　,月 木,火,金,金
3,海老江1丁目6～13番,西北環境事業センター　,火 金,水,土,水
3,海老江1丁目2・5・7丁目,西北環境事業センター　,月 木,火,金,土
3,海老江1丁目3・4・6丁目,西北環境事業センター　,火 金,水,土,水
3,海老江1丁目8丁目,西北環境事業センター　,火 金,水,土,土
3,大開1～4丁目,西北環境事業センター　,火 金,月,木,木
3,鷺洲1～3丁目,西北環境事業センター　,月 木,火,金,金
3,鷺洲4～6丁目,西北環境事業センター　,火 金,水,土,水
3,玉川1丁目1～5番,西北環境事業センター　,水 土,火,金,金
3,玉川1丁目2番51～56号,西北環境事業センター　,月 木,火,金,金
3,玉川1丁目キングマンション堂島川,西北環境事業センター　,月 木,火,金,?
3,玉川1丁目6～8番,西北環境事業センター　,月 木,火,金,金
3,玉川2丁目1・2・4番～12番,西北環境事業センター　,月 木,火,金,金
3,玉川2丁目13番 野田スカイハイツ,西北環境事業センター　,月 木,火,金,?
3,玉川2丁目3番 ユニライフ・厚生年金病院寮,西北環境事業センター　,月 木,火,金,?
3,玉川2丁目13番(野田スカイハイツを除く）,西北環境事業センター　,月 木,火,金,金
3,玉川3・4丁目,西北環境事業センター　,水 土,月,木,土
3,野田1～6丁目,西北環境事業センター　,水 土,月,木,木
3,野田6丁目3番　ザ・ウエステージ大阪,西北環境事業センター　,火 金,月,木,?
3,野田6丁目5番　リバーガーデン福島,西北環境事業センター　,火 金,月,木,?
3,福島1丁目 ザ・タワー大阪,西北環境事業センター　,火 金,火,金,?
3,福島1～5丁目,西北環境事業センター　,月 木,火,金,金
3,福島6丁目1番,西北環境事業センター　,月 木,火,金,金
3,福島6丁目2～25番,西北環境事業センター　,月 木,火,金,水
3,福島7丁目1～11番,西北環境事業センター　,月 木,火,金,金
3,福島7丁目12～23番,西北環境事業センター　,月 木,火,金,水
3,福島8丁目,西北環境事業センター　,月 木,火,金,金
3,吉野1丁目,西北環境事業センター　,水 土,月,木,金
3,吉野2丁目,西北環境事業センター　,火 金,月,木,土
3,吉野3～5丁目,西北環境事業センター　,火 金,月,木,木
4,朝日1・2丁目,西北環境事業センター　,月 木,土,水,火
4,梅町1・2丁目,西北環境事業センター　,月 木,金,火,火
4,春日出北1～3丁目,西北環境事業センター　,月 木,土,水,火
4,春日出中1～2丁目,西北環境事業センター　,月 木,金,火,火
4,春日出中3丁目,西北環境事業センター　,月 木,土,水,火
4,春日出南1丁目,西北環境事業センター　,水 土,金,火,火
4,春日出南2丁目,西北環境事業センター　,月 木,金,火,火
4,春日出南3丁目,西北環境事業センター　,月 木,土,水,火
4,桜島1～3丁目,西北環境事業センター　,月 木,金,火,火
4,四貫島1・2丁目,西北環境事業センター　,月 木,金,火,火
4,島屋1丁目,西北環境事業センター　,月 木,土,水,火
4,島屋2丁目,西北環境事業センター　,火 金,土,水,火
4,島屋3丁目,西北環境事業センター　,月 木,土,水,火
4,島屋4～6丁目(6丁目2番を除く),西北環境事業センター　,月 木,金,火,火
4,島屋6丁目2番のみ,西北環境事業センター　,水 土,金,火,火
4,高見1丁目高見フローラルタウン 7番街　13～18棟,西北環境事業センター　,月 木,木,月,月
4,高見1丁目高見フローラルタウン 6番街　21～23棟,西北環境事業センター　,月 木,木,月,月
4,高見1丁目高見フローラルタウン 5番街　45・46棟,西北環境事業センター　,月 木,木,月,月
4,高見1丁目高見フローラルタウン 4番街　54～56棟,西北環境事業センター　,月 木,木,月,月
4,高見1丁目高見フローラルタウン 3番街　31～32棟,西北環境事業センター　,月 木,木,月,月
4,高見1丁目高見フローラルタウン 5番街　41・43・44棟,西北環境事業センター　,火 金,木,月,月
4,高見1丁目高見フローラルタウン 4番街　51・52・57棟,西北環境事業センター　,火 金,木,月,月
4,高見1丁目高見フローラルタウン 6番街　24～27棟,西北環境事業センター　,火 金,木,月,月
4,高見1丁目高見フローラルタウン 3番街　33～34棟,西北環境事業センター　,水 土,木,月,月
4,高見1丁目コーシャンハイツ高見 36～38棟,西北環境事業センター　,水 土,木,月,月
4,高見1丁目厚生年金住宅　1棟,西北環境事業センター　,水 土,木,月,月
4,高見2・3丁目,西北環境事業センター　,水 土,木,月,月
4,常吉1・2丁目,西北環境事業センター　,火 金,木,月,月
4,伝法1丁目,西北環境事業センター　,水 土,木,月,月
4,伝法1丁目4番市営伝法住宅 1棟～11棟,西北環境事業センター　,火 金,木,月,月
4,伝法2～4丁目,西北環境事業センター　,火 金,木,月,月
4,伝法5・6丁目,西北環境事業センター　,火 金,木,月,月
4,酉島1～4丁目,西北環境事業センター　,火 金,木,月,月
4,酉島5・6丁目,西北環境事業センター　,火 金,木,月,月
4,西九条1～7丁目,西北環境事業センター　,水 土,金,火,火
4,梅香1～3丁目,西北環境事業センター　,月 木,金,火,火
4,北港1・2丁目,西北環境事業センター　,月 木,金,火,火
4,北港白津1・2丁目,西北環境事業センター　,月 木,金,火,火
4,北港緑地1・2丁目,西北環境事業センター　,月 木,金,火,火
4,夢洲中1丁目,西北環境事業センター　,月 木,金,火,火
4,夢洲東1丁目,西北環境事業センター　,月 木,金,火,火
5,安土町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,安土町2・3丁目,中部環境事業センター出張所,水 土,土,月,水
5,淡路町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,淡路町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,安堂寺町1丁目,中部環境事業センター出張所,月 木,金,火,火
5,※安堂寺町2丁目,中部環境事業センター出張所,火 金,木,木,木
5,和泉町1・2丁目,中部環境事業センター出張所,火 金,木,木,木
5,※糸屋町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,今橋1丁目,中部環境事業センター出張所,水 土,土,月,木
5,今橋2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,上汐1・2丁目,中部環境事業センター出張所,月 木,金,金,金
5,上本町西1～3丁目,中部環境事業センター出張所,月 木,金,金,火
5,上本町西4・5丁目,中部環境事業センター出張所,月 木,金,金,金
5,上町1丁目・A,中部環境事業センター出張所,月 木,火,火,火
5,上町B・C,中部環境事業センター出張所,月 木,金,火,火
5,内淡路町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,内淡路町3丁目,中部環境事業センター出張所,水 土,月,月,木
5,内久宝寺町1・2丁目,中部環境事業センター出張所,月 木,金,火,火
5,内久宝寺町3・4丁目,中部環境事業センター出張所,火 金,木,木,木
5,内平野町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,内平野町3丁目,中部環境事業センター出張所,水 土,月,月,木
5,内本町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,大阪城,中部環境事業センター出張所,火 金,火,火,火
5,大手通1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,大手通3丁目,中部環境事業センター出張所,水 土,月,月,木
5,大手前1～4丁目,中部環境事業センター出張所,火 金,月,火,火
5,※瓦町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,※瓦町1丁目 シティタワー大阪,中部環境事業センター出張所,火 金,土,月,木
5,瓦町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,瓦屋町1丁目,中部環境事業センター出張所,火 金,水,木,金
5,瓦屋町2・3丁目,中部環境事業センター出張所,火 金,水,木,金
5,神崎町,中部環境事業センター出張所,火 金,木,木,木
5,北久宝寺町1丁目,中部環境事業センター出張所,水 土,木,金,木
5,北久宝寺町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,北新町,中部環境事業センター出張所,火 金,月,月,木
5,北浜1丁目,中部環境事業センター出張所,水 土,土,月,木
5,北浜2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,※北浜東,中部環境事業センター出張所,火 金,月,月,木
5,久太郎町1丁目,中部環境事業センター出張所,水 土,木,金,木
5,久太郎町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,高津1丁目,中部環境事業センター出張所,火 金,水,木,金
5,高津2丁目,中部環境事業センター出張所,水 土,水,金,金
5,高津3丁目,中部環境事業センター出張所,水 土,土,金,金
5,※高麗橋1丁目,中部環境事業センター出張所,水 土,土,水,木
5,※高麗橋1丁目　北浜タワー,中部環境事業センター出張所,月 木,月,水,木
5,高麗橋2～4丁目,中部環境事業センター出張所,水 土,土,水,水
5,※粉川町,中部環境事業センター出張所,火 金,木,木,木
5,石町,中部環境事業センター出張所,火 金,木,月,木1 木3
5,材木町,中部環境事業センター出張所,火 金,月,月,木
5,島之内1・2丁目,中部環境事業センター出張所,水 土,水,金,木
5,島町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,十二軒町,中部環境事業センター出張所,火 金,木,木,木
5,城見1・2丁目,中部環境事業センター出張所,火 金,火,火,火
5,心斎橋筋1・2丁目,中部環境事業センター出張所,水 土,水,金,水
5,千日前1丁目,中部環境事業センター出張所,水 土,水,金,金
5,千日前2丁目,中部環境事業センター出張所,水 土,土,金,金
5,船場中央1丁目,中部環境事業センター出張所,水 土,土,月,木
5,船場中央2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,宗右衛門町,中部環境事業センター出張所,水 土,水,金,水
5,谷町1～3丁目(谷町筋以東),中部環境事業センター出張所,火 金,月,火,火
5,谷町1～3丁目(谷町筋以西),中部環境事業センター出張所,火 金,月,月,木
5,谷町4・5丁目(谷町筋以東),中部環境事業センター出張所,月 木,金,火,火
5,※谷町4・5丁目(谷町筋以西),中部環境事業センター出張所,月 木,木,木,木
5,谷町6・7丁目(谷町筋以東),中部環境事業センター出張所,月 木,金,金,火
5,谷町6・7丁目(谷町筋以西),中部環境事業センター出張所,火 金,水,木,金
5,谷町8・9丁目（谷町筋以東）,中部環境事業センター出張所,月 木,金,金,金
5,谷町8・9丁目（谷町筋以西）,中部環境事業センター出張所,火 金,水,木,金2
5,玉造1・2丁目,中部環境事業センター出張所,月 木,火,火,火
5,釣鐘町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,天満橋京町,中部環境事業センター出張所,火 金,月,月,木
5,道修町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,道修町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,道頓堀1丁目東（堺筋以東）,中部環境事業センター出張所,水 土,水,金,金
5,道頓堀1丁目,中部環境事業センター出張所,水 土,水,金,金
5,道頓堀2丁目,中部環境事業センター出張所,水 土,土,金,金
5,東平1・2丁目,中部環境事業センター出張所,月 木,金,金,金
5,常盤町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,徳井町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,中寺1・2丁目,中部環境事業センター出張所,火 金,水,木,金
5,難波1丁目,中部環境事業センター出張所,水 土,水,金,金
5,難波2～5丁目,中部環境事業センター出張所,水 土,土,金,金
5,難波千日前,中部環境事業センター出張所,水 土,土,金,金
5,西心斎橋1・2丁目,中部環境事業センター出張所,水 土,土,金,水
5,日本橋1丁目 （千日前通北側）,中部環境事業センター出張所,水 土,水,金,金
5,日本橋1丁目 （千日前通南側）,中部環境事業センター出張所,水 土,土,金,金
5,日本橋2丁目,中部環境事業センター出張所,水 土,土,金,金
5,※農人橋1～3丁目,中部環境事業センター出張所,火 金,木,木,木
5,博労町1丁目,中部環境事業センター出張所,水 土,木,金,木
5,博労町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,馬場町,中部環境事業センター出張所,月 木,火,火,火
5,東高麗橋,中部環境事業センター出張所,水 土,月,月,木
5,※東心斎橋1・2丁目,中部環境事業センター出張所,水 土,水,金,水
5,※東心斎橋1丁目 アルグラッド　ザ・タワー心斎橋,中部環境事業センター出張所,火 金,水,金,水
5,平野町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,平野町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,備後町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,備後町1丁目 ブランズタワー大阪備後町,中部環境事業センター出張所,火 金,土,月,木
5,備後町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,伏見町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,伏見町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,伏見町3丁目 淀屋橋アップルタワーレジデンス,中部環境事業センター出張所,火 金,土,月,水
5,船越町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,法円坂1丁目,中部環境事業センター出張所,月 木,火,火,火
5,法円坂2丁目,中部環境事業センター出張所,月 木,金,火,火
5,本町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,本町2～4丁目,中部環境事業センター出張所,水 土,土,月,木
5,本町橋北側,中部環境事業センター出張所,水 土,月,月,木
5,本町橋南側,中部環境事業センター出張所,水 土,土,水,木1 木3
5,松屋町1・2・8～10番地（長堀通り北側）,中部環境事業センター出張所,火 金,木,木,木
5,松屋町3～7番地（長堀通り南側）,中部環境事業センター出張所,火 金,水,木,金
5,松屋町住吉,中部環境事業センター出張所,火 金,木,木,木
5,南久宝寺町1丁目,中部環境事業センター出張所,水 土,木,金,木
5,南久宝寺町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,南新町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,南船場1丁目,中部環境事業センター出張所,水 土,木,金,木
5,南船場2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,南本町1丁目,中部環境事業センター出張所,水 土,土,月,木
5,南本町2～4丁目,中部環境事業センター出張所,水 土,土,月,水
5,南本町3丁目 アーバンライフ御堂筋本町タワー,中部環境事業センター出張所,火 金,土,月,水
5,森ノ宮中央1・2丁目,中部環境事業センター出張所,月 木,火,火,火
5,鎗屋町1・2丁目,中部環境事業センター出張所,火 金,月,月,木
5,龍造寺町,中部環境事業センター出張所,月 木,金,火,火
6,安治川1・2丁目,西部環境事業センター,水 土,月,木,木
6,阿波座1・2丁目,西部環境事業センター,月 木,火,金,金
6,立売堀1～4丁目,西部環境事業センター,月 木,火,金,金
6,立売堀5・6丁目,西部環境事業センター,火 金,月,木,土
6,靭本町1・2丁目,西部環境事業センター,月 木,火,金,金
6,靭本町3丁目,西部環境事業センター,月 木,火,金,土
6,江戸堀1・2丁目,西部環境事業センター,月 木,火,金,金
6,江戸堀3丁目,西部環境事業センター,火 金,月,木,土
6,江之子島1・2丁目,西部環境事業センター,火 金,月,木,土
6,川口1丁目,西部環境事業センター,火 金,月,木,土
6,川口2～4丁目,西部環境事業センター,火 金,月,木,木
6,北堀江1～3丁目,西部環境事業センター,月 木,火,金,金
6,北堀江4丁目,西部環境事業センター,火 金,水,土,水
6,京町堀1・2丁目,西部環境事業センター,月 木,火,金,金
6,京町堀3丁目,西部環境事業センター,月 木,火,金,土
6,九条1～3丁目,西部環境事業センター,水 土,月,木,木
6,九条南1～4丁目,西部環境事業センター,水 土,月,木,木
6,境川1・2丁目,西部環境事業センター,水 土,月,木,木
6,新町1～3丁目,西部環境事業センター,月 木,火,金,金
6,新町4丁目,西部環境事業センター,火 金,水,土,水
6,千代崎1丁目,西部環境事業センター,火 金,月,木,木
6,千代崎2・3丁目,西部環境事業センター,水 土,月,木,木
6,土佐堀1・2丁目,西部環境事業センター,月 木,火,金,金
6,土佐堀3丁目,西部環境事業センター,火 金,月,木,土
6,西本町1・2丁目,西部環境事業センター,月 木,火,金,金
6,西本町3丁目,西部環境事業センター,月 木,火,金,土
6,本田1～4丁目,西部環境事業センター,火 金,月,木,木
6,南堀江1～3丁目,西部環境事業センター,月 木,火,金,金
6,南堀江4丁目,西部環境事業センター,火 金,水,土,水
7,池島1～3丁目,西部環境事業センター,月 木,土,水,火
7,石田1～3丁目,西部環境事業センター,火 金,木,月,月
7,磯路1～3丁目,西部環境事業センター,火 金,木,月,月
7,市岡1～4丁目,西部環境事業センター,月 木,金,火,土
7,市岡元町1～3丁目,西部環境事業センター,水 土,金,火,月
7,海岸通1丁目,西部環境事業センター,火 金,木,月,月
7,海岸通2丁目,西部環境事業センター,火 金,木,月,月
7,海岸通3・4丁目,西部環境事業センター,月 木,土,水,月
7,港晴1・2丁目,西部環境事業センター,月 木,土,水,火
7,港晴3～5丁目,西部環境事業センター,火 金,木,月,月
7,田中1・2丁目,西部環境事業センター,火 金,木,月,月
7,田中3丁目,西部環境事業センター,火 金,木,月,月
7,築港1・2丁目,西部環境事業センター,火 金,木,月,月
7,築港3・4丁目,西部環境事業センター,火 金,木,月,月
7,波除1丁目 1・2・4・5・6番,西部環境事業センター,火 金,金,火,月
7,波除2・3丁目,西部環境事業センター,水 土,金,火,月
7,波除4丁目 1・6・7・8・10番,西部環境事業センター,火 金,金,火,月
7,波除4丁目 2・3・4・5番,西部環境事業センター,水 土,金,火,月
7,波除5丁目 1～8番,西部環境事業センター,水 土,金,火,月
7,波除5丁目 9～13番,西部環境事業センター,火 金,木,月,月
7,波除6丁目,西部環境事業センター,火 金,木,月,月
7,福崎1～3丁目,西部環境事業センター,月 木,土,水,土
7,弁天1～3丁目,西部環境事業センター,火 金,木,月,月
7,弁天4～7丁目,西部環境事業センター,火 金,木,月,月
7,三先1丁目,西部環境事業センター,月 木,金,火,火
7,三先2丁目,西部環境事業センター,月 木,土,水,火
7,南市岡1～3丁目,西部環境事業センター,水 土,金,火,月
7,八幡屋1～4丁目,西部環境事業センター,月 木,土,水,火
7,夕凪1・2丁目,西部環境事業センター,月 木,金,火,土
8,泉尾1・2・3・6丁目,西部環境事業センター　,水 土,火,金,金
8,泉尾4・5・8丁目,西部環境事業センター　,月 木,火,金,金
8,北恩加島1丁目1～15番,西部環境事業センター　,月 木,火,金,金
8,北恩加島1丁目16～19番,西部環境事業センター　,月 木,火,金,金
8,北恩加島2丁目,西部環境事業センター　,月 木,火,金,金
8,北村1～3丁目,西部環境事業センター　,月 木,火,金,火
8,小林西1・2丁目,西部環境事業センター　,月 木,火,金,火
8,小林東1～3丁目,西部環境事業センター　,火 金,木,月,木
8,三軒家西1～3丁目,西部環境事業センター　,水 土,火,金,金
8,三軒家東1丁目1～9番,西部環境事業センター　,火 金,木,月,金
8,三軒家東1丁目10～21番,西部環境事業センター　,火 金,木,月,水
8,三軒家東2～6丁目,西部環境事業センター　,火 金,木,月,水
8,千島1・2丁目,西部環境事業センター　,火 金,木,月,木
8,千島3丁目,西部環境事業センター　,月 木,火,金,火
8,鶴町1～5丁目,西部環境事業センター　,月 木,土,水,火
8,平尾1～5丁目,西部環境事業センター　,火 金,木,月,木
8,船町1・2丁目,西部環境事業センター　,火 金,土,水,木
8,南恩加島1～4丁目,西部環境事業センター　,火 金,土,水,木
8,南恩加島5～8丁目,西部環境事業センター　,月 木,土,水,火
9,味原町,中部環境事業センター　,月 木,火,金,金
9,味原本町,中部環境事業センター　,月 木,火,金,金
9,生玉町,中部環境事業センター　,火 金,月,木,木
9,生玉寺町,中部環境事業センター　,火 金,月,木,木
9,生玉前町1～3番,中部環境事業センター　,火 金,水,土,木
9,生玉前町4・5番,中部環境事業センター　,火 金,月,木,木
9,石ヶ辻町,中部環境事業センター　,火 金,水,土,土1 土3
9,上汐3丁目,中部環境事業センター　,火 金,水,土,木
9,上汐4・5丁目,中部環境事業センター　,火 金,月,木,木
9,上汐6丁目,中部環境事業センター　,火 金,月,木,木
9,上之宮町,中部環境事業センター　,月 木,火,金,金
9,上本町1～6丁目,中部環境事業センター　,火 金,水,土,木
9,上本町7丁目1・4番,中部環境事業センター　,月 木,火,金,金
9,上本町7丁目2・3番,中部環境事業センター　,火 金,月,木,木
9,上本町8丁目1番,中部環境事業センター　,月 木,火,金,金
9,上本町8丁目2番,中部環境事業センター　,火 金,月,木,木
9,上本町8丁目3番,中部環境事業センター　,火 金,月,木,木
9,上本町8丁目4番,中部環境事業センター　,月 木,火,金,金
9,上本町8丁目5番,中部環境事業センター　,月 木,火,金,金
9,上本町8丁目6番,中部環境事業センター　,火 金,月,木,木
9,上本町8丁目7番,中部環境事業センター　,火 金,月,木,木
9,上本町8丁目8番,中部環境事業センター　,火 金,月,木,木
9,上本町8丁目9番,中部環境事業センター　,月 木,火,金,金
9,上本町9丁目1・4・5番,中部環境事業センター　,月 木,火,金,金
9,上本町9丁目2・3・6番,中部環境事業センター　,火 金,月,木,木
9,餌差町,中部環境事業センター　,月 木,火,金,金
9,逢阪,中部環境事業センター　,水 土,月,木,木
9,小橋町,中部環境事業センター　,月 木,火,金,金
9,勝山1～2丁目,中部環境事業センター　,火 金,月,木,木
9,勝山3丁目,中部環境事業センター　,水 土,月,木,金
9,勝山4丁目1～6番,中部環境事業センター　,月 木,火,金,金
9,勝山4丁目7～12番,中部環境事業センター　,水 土,月,木,金
9,空清町,中部環境事業センター　,火 金,水,土,木
9,烏ヶ辻,中部環境事業センター　,月 木,火,金,金
9,烏ヶ辻　2丁目10番4号のみ,中部環境事業センター　,水 土,火,金,金
9,空堀町,中部環境事業センター　,月 木,火,金,金
9,北河堀町　1番～3番,中部環境事業センター　,水 土,月,木,金
9,北河堀町　4番～10番,中部環境事業センター　,水 土,月,木,木
9,北山町1～9番,中部環境事業センター　,月 木,火,金,金
9,北山町9・10番,中部環境事業センター　,月 木,火,金,金
9,国分町,中部環境事業センター　,水 土,月,木,金
9,小宮町,中部環境事業センター　,月 木,火,金,金
9,小宮町　4・7番のみ,中部環境事業センター　,水 土,火,金,金
9,細工谷,中部環境事業センター　,月 木,火,金,金
9,真田山町,中部環境事業センター　,月 木,火,金,金
9,下寺町1丁目,中部環境事業センター　,火 金,月,木,木
9,下寺町2丁目1～6番,中部環境事業センター　,水 土,月,木,木
9,下寺町2丁目1番41,中部環境事業センター　,水 土,月,木,木
9,四天王寺1丁目,中部環境事業センター　,水 土,月,木,木
9,四天王寺2丁目,中部環境事業センター　,火 金,月,木,木
9,清水谷町,中部環境事業センター　,火 金,水,土,木
9,下味原町,中部環境事業センター　,月 木,水,土,金
9,城南寺町,中部環境事業センター　,火 金,水,土,木
9,真法院町,中部環境事業センター　,月 木,火,金,金
9,大道1・3・4・5丁目,中部環境事業センター　,水 土,月,木,木
9,大道2丁目,中部環境事業センター　,火 金,月,木,木
9,大道3・4・5丁目,中部環境事業センター　,水 土,月,木,金
9,玉造本町,中部環境事業センター　,月 木,火,金,金
9,玉造元町,中部環境事業センター　,月 木,火,金,金
9,茶臼山町,中部環境事業センター　,水 土,月,木,木
9,寺田町,中部環境事業センター　,水 土,月,木,金
9,堂ヶ芝,中部環境事業センター　,月 木,火,金,金
9,東上町,中部環境事業センター　,月 木,水,土,金
9,東上町9番　（玉造筋沿いのみ）,中部環境事業センター　,月 木,火,金,金
9,東高津町,中部環境事業センター　,火 金,水,土,木
9,悲田院町,中部環境事業センター　,水 土,月,木,木
9,筆ヶ崎町,中部環境事業センター　,月 木,火,金,金
9,筆ヶ崎町2番8号、5番39号,中部環境事業センター　,火 金,火,金,金
9,筆ヶ崎町6番12号・41号,中部環境事業センター　,火 金,火,金,金
9,舟橋町,中部環境事業センター　,月 木,火,金,金
9,堀越町,中部環境事業センター　,水 土,月,木,木
9,松ヶ鼻町,中部環境事業センター　,月 木,火,金,金
9,南河堀町　1番～6番,中部環境事業センター　,水 土,月,木,金
9,南河堀町　7番～10番,中部環境事業センター　,水 土,月,木,木
9,夕陽丘町,中部環境事業センター　,水 土,月,木,木
9,夕陽丘町1番49号,中部環境事業センター　,火 金,月,木,木
9,伶人町,中部環境事業センター　,水 土,月,木,木
